,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby
15314,2016/9/30 2:00,53.06,46.94,79.64,10,9.818181818,0,30.43818182,1030.5,10
15315,2016/9/30 3:00,53.06,46.94,79.64,10,8.5,0,30.43,1030.4,10
15316,2016/9/30 4:00,53.96,46.04,74.48,126.6666667,9.666666667,0,30.43,1030.2,10
15317,2016/9/30 5:00,53.96,46.04,74.48,97.5,9.75,0.0001,30.43,1030.4,10
15318,2016/9/30 6:00,53.96,46.04,74.48,61.42857143,9.285714286,0,30.42375,1030.1,10
15319,2016/9/30 7:00,53.96,46.94,77.06,168.8888889,9.888888889,0,30.423,1030.3,10
15320,2016/9/30 8:00,55.94,48.02,74.67,14.54545455,10.09090909,0,30.42272727,1030.1,10
15321,2016/9/30 9:00,59,48.92,69.17,14.44444444,10.22222222,0,30.41888889,1029.9,10
15322,2016/9/30 10:00,60.08,48.92,66.56,30,13.5,0,30.41636364,1029.7,10
15323,2016/9/30 11:00,60.98,48.92,64.46,46.66666667,12.33333333,0,30.405,1029.5,10
15324,2016/9/30 12:00,60.98,48.92,64.46,50,13.66666667,0,30.39,1029.2,10
15325,2016/9/30 13:00,60.98,48.02,62.33,40,12.33333333,0,30.38375,1028.7,10
15326,2016/9/30 14:00,59,48.92,69.17,47.5,11.75,0.0001,30.37333333,1028.3,10
15327,2016/9/30 15:00,57.92,51.08,77.92,46,11.2,0.01,30.355,1027.8,9.666666667
15328,2016/9/30 16:00,56.48,51.98,84.865,34.28571429,8.428571429,0.014285714,30.35625,1028,8
15329,2016/9/30 17:00,53.96,51.08,89.95,20,10.66666667,0.013333333,30.36,1028,6.333333333
15330,2016/9/30 18:00,53.06,51.08,92.96,16.66666667,10.66666667,0.0001,30.356,1027.9,6.35
15331,2016/9/30 19:00,53.195,50.99,92.2075,61.42857143,11.57142857,0.014444444,30.35727273,1027.9,5.681818182
15332,2016/9/30 20:00,51.89,50,93.24,15,11.75,0.016,30.35,1027.7,3.571428571
15333,2016/9/30 21:00,51.98,50,92.93,128.3333333,10.5,0.02,30.35,1027.8,3.666666667
15334,2016/9/30 22:00,51.08,48.92,92.28,10,10.25,0.03,30.3475,1027.4,3
15335,2016/9/30 23:00,51.08,48.92,92.28,358,10,0.0001,30.33,1026.8,4.4
15336,2016/10/1 0:00,50,48.92,96.05,358.5714286,10,0.001514286,30.32,1026.7,3.714285714
15337,2016/10/1 1:00,50,48.02,92.87,360,10.16666667,0.01,30.31666667,1026.4,4.5
15338,2016/10/1 2:00,48.92,46.94,92.84,356.6666667,10.33333333,0.0001,30.3,1026,4.333333333
15339,2016/10/1 3:00,48.92,46.94,92.84,357.5,10.75,0.002575,30.29,1025.7,4.5
15340,2016/10/1 4:00,48.92,46.94,92.84,360,11,0.00505,30.29,1025.6,3.333333333
15341,2016/10/1 5:00,48.92,46.94,92.84,360,11,0.0001,30.29,1025.9,5.6
15342,2016/10/1 6:00,48.92,46.94,92.84,243.3333333,10,0.0034,30.2975,1026,3.25
15343,2016/10/1 7:00,50,48.02,92.87,272.5,9.75,0.0034,30.29,1025.8,2.75
15344,2016/10/1 8:00,50,48.02,92.87,357.5,8.25,0.0001,30.2925,1026,2.75
15345,2016/10/1 9:00,51.08,48.92,92.28,350,9.5,0.0001,30.3,1026,2.375
15346,2016/10/1 10:00,51.98,50,92.93,355,10,0.00175,30.29,1025.7,2.388888889
15347,2016/10/1 11:00,53.51,51.53,92.975,360,9.714285714,0.0001,30.27428571,1025.1,3.571428571
15348,2016/10/1 12:00,53.96,51.98,92.99,10,10.25,0.0001,30.26,1024.7,3
15349,2016/10/1 13:00,53.96,51.98,92.99,354.4444444,9.333333333,0.0001,30.24333333,1023.9,3.555555556
15350,2016/10/1 14:00,55.04,53.06,93.02,358.3333333,9.333333333,0.0001,30.22333333,1023.5,3.166666667
15351,2016/10/1 15:00,55.04,53.06,93.02,350,7.6,0.0001,30.228,1023.7,8
15352,2016/10/1 16:00,55.22,51.89,88.525,357.5,7.625,0,30.225,1023.5,10
15353,2016/10/1 17:00,55.04,51.08,86.47,14,8.4,0,30.216,1023.2,10
15354,2016/10/1 18:00,55.04,51.08,86.47,105,9.5,0,30.205,1023.1,10
15355,2016/10/1 19:00,54.5,51.53,89.675,216,7.2,0,30.218,1023.4,10
15356,2016/10/1 20:00,53.06,51.08,92.96,265,8.75,0.0001,30.21,1022.9,8
15357,2016/10/1 21:00,53.06,51.08,92.96,357.1428571,8.142857143,0,30.20142857,1022.8,10
15358,2016/10/1 22:00,53.06,50.54,91.135,132.7272727,7.090909091,0,30.19909091,1023,10
15359,2016/10/1 23:00,53.06,50,89.31,357.5,7.25,0,30.18,1022,10
15360,2016/10/2 0:00,53.06,50,89.31,238.3333333,7,0,30.175,1021.5,10
15361,2016/10/2 1:00,53.06,50,89.31,354,6,0,30.176,1021.8,10
15362,2016/10/2 2:00,51.98,50,92.93,351.1111111,4.888888889,0.0001,30.17333333,1021.7,10
15363,2016/10/2 3:00,51.98,50,92.93,295,5.833333333,0.0001,30.15833333,1021.2,10
15364,2016/10/2 4:00,51.98,50,92.93,345,5,0.0001,30.15,1020.8,10
15365,2016/10/2 5:00,51.98,50,92.93,346,4.4,0.0001,30.146,1020.9,6
15366,2016/10/2 6:00,51.98,50,92.93,350,5.666666667,0.0001,30.14666667,1020.8,8
15367,2016/10/2 7:00,51.98,50,92.93,123.3333333,4.833333333,0.0001,30.15,1021,4.083333333
15368,2016/10/2 8:00,53.06,51.08,92.96,126.6666667,5,0.0001,30.15333333,1021,2.5
15369,2016/10/2 9:00,55.22,51.89,88.525,307.1428571,6.285714286,0.0001,30.14428571,1020.6,2.5
15370,2016/10/2 10:00,55.04,52.52,91.21,186,6.3,0,30.131,1020.2,6.2
15371,2016/10/2 11:00,55.94,51.98,86.52,138.75,5.375,0,30.1225,1019.7,7.75
15372,2016/10/2 12:00,57.92,53.06,83.82,71.66666667,5.166666667,0,30.11,1019.3,10
15373,2016/10/2 13:00,59,53.06,80.64,210,4,0,30.09285714,1018.8,10
15374,2016/10/2 14:00,57.56,53.33,85.78,76,2.2,0,30.074,1018.2,10
15375,2016/10/2 15:00,59,53.06,80.64,185,2.833333333,0,30.07,1018,10
15376,2016/10/2 16:00,59,53.06,80.64,15,1.666666667,0,30.05666667,1017.5,10
15377,2016/10/2 17:00,59,53.06,80.64,330,3,0,30.06,1017.7,10
15378,2016/10/2 18:00,57.92,53.06,83.82,106.6666667,1,0,30.06,1017.8,10
15379,2016/10/2 19:00,57.92,53.96,86.63,0,0,0,30.055,1017.6,10
15380,2016/10/2 20:00,57.92,53.96,86.63,201.4285714,2.428571429,0,30.04857143,1017.4,10
15381,2016/10/2 21:00,57.02,53.96,89.48,137.5,1.5,0,30.04,1017.3,10
15382,2016/10/2 22:00,57.47,53.96,88.055,57.5,0.75,0,30.036,1016.9,10
15383,2016/10/2 23:00,57.02,53.96,89.48,174,3.6,0,30.024,1016.4,10
15384,2016/10/3 0:00,57.92,53.96,86.63,207.7777778,3.777777778,0,30.01666667,1016.3,10
15385,2016/10/3 1:00,57.02,53.96,89.48,100,1.5,0,30.0075,1016,10
15386,2016/10/3 2:00,57.92,55.04,90.11,140,2.333333333,0,30,1015.9,9.666666667
15387,2016/10/3 3:00,57.32,55.04,92.09,79,1.5,0,29.993,1015.4,9.4
15388,2016/10/3 4:00,57.02,55.04,93.08,30,0.6,0,29.982,1015.2,10
15389,2016/10/3 5:00,57.02,55.04,93.08,136,2.2,0,29.984,1015.2,10
15390,2016/10/3 6:00,57.02,55.04,93.08,11.66666667,0.5,0,29.985,1015.7,9.833333333
15391,2016/10/3 7:00,57.47,55.49,93.09,96.66666667,1,0,30,1015.9,9.333333333
15392,2016/10/3 8:00,60.02,55.94,86.40666667,229,2.8,0,30.01,1016.3,10
15393,2016/10/3 9:00,64.94,55.94,72.62,115.5555556,1.333333333,0,30.01333333,1016.2,10
15394,2016/10/3 10:00,69.08,57.02,65.44,114.2857143,3.857142857,0,30.01285714,1016.2,10
15395,2016/10/3 11:00,71.06,55.04,56.93,139.0909091,4.090909091,0,30.01,1016.3,10
15396,2016/10/3 12:00,73.04,55.04,53.24,53.63636364,4.454545455,0,30.01,1016.1,10
15397,2016/10/3 13:00,71.06,55.04,56.93,194.5454545,3.727272727,0,30.00545455,1015.9,10
15398,2016/10/3 14:00,71.06,55.04,56.93,282.5,4.083333333,0.0001,30,1015.8,10
15399,2016/10/3 15:00,71.06,53.96,54.73,126.6666667,1.666666667,0,30,1015.8,10
15400,2016/10/3 16:00,73.04,55.94,55.01,80,2.4,0,29.998,1015.9,10
15401,2016/10/3 17:00,68,57.02,67.91,97.5,6.75,0,30.0175,1016.9,10
15402,2016/10/3 18:00,64.04,57.02,77.92,23.75,4.375,0,30.03875,1017.5,10
15403,2016/10/3 19:00,64.04,57.02,77.92,10,2.6,0.0001,30.064,1018.3,10
15404,2016/10/3 20:00,62.96,59,86.9,161.25,2.25,0.0001,30.09125,1019.4,10
15405,2016/10/3 21:00,62.06,57.92,86.29,78.33333333,3.833333333,0.0001,30.11833333,1020.3,10
15406,2016/10/3 22:00,62.96,55.04,75.33,90,5,0,30.14333333,1021,10
15407,2016/10/3 23:00,60.98,55.04,80.78,62.5,4.25,0,30.1625,1021.6,10
15408,2016/10/4 0:00,60.08,53.96,80.19,73.75,6.625,0,30.185,1022.4,10
15409,2016/10/4 1:00,60.08,53.96,80.19,78.33333333,5.5,0,30.21333333,1023.3,10
15410,2016/10/4 2:00,58.46,53.96,84.985,54,3.2,0,30.222,1023.6,10
15411,2016/10/4 3:00,59,53.96,83.34,26,3.8,0,30.238,1023.9,10
15412,2016/10/4 4:00,59,53.06,80.64,31.66666667,4.666666667,0,30.24833333,1024.4,10
15413,2016/10/4 5:00,57.92,53.06,83.82,107.5,4.25,0,30.26,1024.8,10
15414,2016/10/4 6:00,57.92,51.98,80.55,33.33333333,6.5,0,30.285,1025.7,10
15415,2016/10/4 7:00,57.92,51.98,80.55,47.5,6.75,0,30.30375,1026.6,10
15416,2016/10/4 8:00,60.98,53.06,75.14,27.5,8,0,30.33,1027.2,10
15417,2016/10/4 9:00,60.53,51.98,73.39,26.66666667,9.111111111,0,30.34111111,1027.5,10
15418,2016/10/4 10:00,62.96,51.98,67.34,33,10.4,0,30.35,1027.6,10
15419,2016/10/4 11:00,62.06,51.98,69.51,16,10.6,0,30.35,1027.7,10
15420,2016/10/4 12:00,60.44,52.43,74.895,128.3333333,9.416666667,0,30.35083333,1027.9,10
15421,2016/10/4 13:00,62.96,53.06,70.07,226.25,7.125,0.0001,30.35111111,1027.4,10
15422,2016/10/4 14:00,64.04,53.06,67.46,101.1111111,8.333333333,0,30.33363636,1027.1,10
15423,2016/10/4 15:00,64.04,53.06,67.46,21.81818182,9.545454545,0,30.32636364,1026.7,10
15424,2016/10/4 16:00,62.96,51.08,65.14,27.77777778,10.11111111,0,30.32,1026.6,10
15425,2016/10/4 17:00,60.98,50,67.11,46,7,0,30.32285714,1026.9,10
15426,2016/10/4 18:00,59,50,72.01,100,5.142857143,0,30.33714286,1027.8,10
15427,2016/10/4 19:00,53.96,50,86.41,28.33333333,3.333333333,0,30.355,1027.8,10
15428,2016/10/4 20:00,53.96,50,86.41,23.33333333,2.444444444,0,30.36222222,1028.3,10
15429,2016/10/4 21:00,51.98,48.02,86.3,197.5,3.5,0,30.38,1028.8,10
15430,2016/10/4 22:00,48.92,46.04,89.73,30,5,0,30.38,1028.6,10
15431,2016/10/4 23:00,48.92,46.04,89.73,218.75,4.625,0,30.37,1028.5,10
15432,2016/10/5 0:00,48.02,44.96,89.08,217.5,3.375,0,30.375,1028.5,10
15433,2016/10/5 1:00,46.94,42.98,86.02,190,5.25,0,30.36,1027.8,10
15434,2016/10/5 2:00,44.96,42.08,89.56,26,5,0,30.346,1027.5,10
15435,2016/10/5 3:00,46.04,42.08,85.97,210,2.2,0,30.354,1027.9,10
15436,2016/10/5 4:00,44.06,41,88.9,62.85714286,2.428571429,0,30.36571429,1028.3,10
15437,2016/10/5 5:00,42.98,41,92.65,134.1666667,3.416666667,0,30.37166667,1028.6,10
15438,2016/10/5 6:00,42.08,41,95.92,204.2857143,3,0,30.38142857,1029,10
15439,2016/10/5 7:00,46.94,44.06,89.65,257.1428571,4.714285714,0,30.39,1029.3,10
15440,2016/10/5 8:00,51.08,46.04,82.81,12.5,7,0,30.4,1029.4,10
15441,2016/10/5 9:00,55.04,46.04,71.6,22.5,6.75,0,30.3975,1029.5,10
15442,2016/10/5 10:00,57.92,44.06,59.84,21.11111111,6.777777778,0,30.39444444,1029.1,10
15443,2016/10/5 11:00,62.06,42.98,49.55,150,7.25,0,30.37875,1028.5,10
15444,2016/10/5 12:00,64.04,42.98,46.22,178.8888889,6.444444444,0,30.36,1027.8,10
15445,2016/10/5 13:00,66.02,44.06,44.95,55.45454545,5.454545455,0,30.3325,1026.7,10
15446,2016/10/5 14:00,68,44.06,41.98,118.1818182,5.727272727,0,30.30363636,1025.9,10
15447,2016/10/5 15:00,69.08,42.08,37.49,106.25,5.625,0,30.285,1025.4,10
15448,2016/10/5 16:00,69.08,41,35.96,63.33333333,4.25,0,30.274,1025.1,10
15449,2016/10/5 17:00,64.94,44.96,48.3,37.77777778,4.333333333,0,30.27666667,1025.4,10
15450,2016/10/5 18:00,60.08,44.96,57.33,55,3.333333333,0,30.285,1025.9,10
15451,2016/10/5 19:00,51.98,48.02,86.3,1.666666667,0.5,0,30.29833333,1026.2,10
15452,2016/10/5 20:00,51.08,46.04,82.81,96.66666667,1,0,30.30666667,1026.4,10
15453,2016/10/5 21:00,50,46.04,86.19,0,0,0,30.30666667,1026.3,10
15454,2016/10/5 22:00,48.92,46.04,89.73,0,0,0,30.30833333,1026.3,10
15455,2016/10/5 23:00,46.94,44.06,89.65,124,1.2,0,30.31,1026.2,10
15456,2016/10/6 0:00,47.93,45.05,89.69,23.07692308,0.230769231,0,30.31,1026.3,10
15457,2016/10/6 1:00,48.92,46.04,89.73,132.8571429,1.714285714,0,30.31428571,1026.5,10
15458,2016/10/6 2:00,50,46.94,89.17,136,1.2,0,30.31,1026.5,10
15459,2016/10/6 3:00,49.46,46.04,87.96,24,3.8,0,30.31,1026.3,10
15460,2016/10/6 4:00,45.5,42.98,90.855,46,4.1,0,30.301,1026,10
15461,2016/10/6 5:00,44.06,42.08,92.69,298.3333333,2.5,0,30.30833333,1026.2,10
15462,2016/10/6 6:00,42.98,41,92.65,240,2.25,0,30.31625,1026.8,10
15463,2016/10/6 7:00,44.96,42.08,89.56,16.66666667,2.666666667,0,30.33,1027.2,10
15464,2016/10/6 8:00,46.49,44.78,93.735,184,3.7,0,30.339,1027.6,3.975
15465,2016/10/6 9:00,48.92,46.94,92.84,164.4444444,2.333333333,0,30.34888889,1027.8,1
15466,2016/10/6 10:00,53.51,48.02,81.725,55.83333333,3,0,30.34416667,1027.4,6.583333333
15467,2016/10/6 11:00,60.98,48.92,64.46,46.25,3,0,30.32875,1026.8,10
15468,2016/10/6 12:00,66.02,48.02,52.22,30,1.9,0,30.304,1026,10
15469,2016/10/6 13:00,69.89,44.78,40.44,55.83333333,0.769230769,0,30.28769231,1025.3,10
15470,2016/10/6 14:00,71.96,44.06,36.67,30,1,0,30.27166667,1024.9,10
15471,2016/10/6 15:00,73.04,44.96,36.59,28.88888889,0.9,0,30.27,1025,10
15472,2016/10/6 16:00,71.96,44.96,37.95,123.3333333,4.666666667,0,30.27,1024.9,10
15473,2016/10/6 17:00,69.08,42.98,38.81,141.25,4.75,0,30.26875,1025,10
15474,2016/10/6 18:00,66.02,44.06,44.95,135,3.5,0,30.27166667,1025.3,10
15475,2016/10/6 19:00,57.92,48.92,71.9,137.5,1.5,0,30.2825,1025.7,10
15476,2016/10/6 20:00,55.04,48.02,77.15,0,0,0,30.296,1026,10
15477,2016/10/6 21:00,51.98,48.02,86.3,0,0,0,30.316,1026.6,10
15478,2016/10/6 22:00,50,46.94,89.17,0,0,0,30.32,1026.9,10
15479,2016/10/6 23:00,50,46.94,89.17,0,0,0,30.32142857,1026.6,10
15480,2016/10/7 0:00,48.02,46.04,92.81,0,0,0,30.32,1026.6,10
15481,2016/10/7 1:00,46.94,44.06,89.65,68,0.6,0,30.31,1026.5,10
15482,2016/10/7 2:00,44.96,42.98,92.72,1.666666667,0.5,0,30.30333333,1026.2,10
15483,2016/10/7 3:00,46.04,42.98,88.99,110,1,0,30.29,1025.7,10
15484,2016/10/7 4:00,44.96,44.06,96.63,105,3.25,0,30.275,1025.1,10
15485,2016/10/7 5:00,44.96,42.08,89.56,175,1.5,0,30.29,1025.7,10
15486,2016/10/7 6:00,46.04,44.06,92.75,10,1.5,0,30.3,1026.3,10
15487,2016/10/7 7:00,48.92,46.04,89.73,267.5,3.5,0,30.3175,1026.7,10
15488,2016/10/7 8:00,53.06,48.92,85.78,224,3.4,0,30.324,1027,10
15489,2016/10/7 9:00,57.02,48.92,74.27,223.75,4.375,0,30.3375,1027.2,10
15490,2016/10/7 10:00,62.06,51.08,67.24,127.1428571,3.571428571,0,30.32714286,1026.8,10
15491,2016/10/7 11:00,66.02,51.98,60.51,85,2.666666667,0,30.31333333,1026.3,10
15492,2016/10/7 12:00,69.98,51.08,51.07,65,2.25,0,30.2975,1025.5,10
15493,2016/10/7 13:00,73.04,50,44.23,164,5,0,30.272,1024.9,10
15494,2016/10/7 14:00,73.94,48.92,41.21,172.8571429,5.428571429,0,30.24571429,1024.1,10
15495,2016/10/7 15:00,75.02,46.94,36.9,138.5714286,3.857142857,0,30.23,1023.4,10
15496,2016/10/7 16:00,75.02,46.94,36.9,245,4.5,0,30.22,1023.3,10
15497,2016/10/7 17:00,71.96,50,45.87,227.1428571,4.285714286,0,30.22,1023.1,10
15498,2016/10/7 18:00,66.02,51.98,60.51,116.6666667,3.833333333,0,30.21,1023,10
15499,2016/10/7 19:00,64.04,50,60.25,223.3333333,4.333333333,0,30.22,1023.3,10
15500,2016/10/7 20:00,59,51.08,74.96,198.3333333,3.5,0,30.22666667,1023.7,10
15501,2016/10/7 21:00,55.04,48.92,79.8,170,2.909090909,0,30.22545455,1023.6,10
15502,2016/10/7 22:00,53.96,50,86.41,56.66666667,1.166666667,0,30.22166667,1023.4,10
15503,2016/10/7 23:00,51.98,48.92,89.26,0,0,0,30.204,1022.7,10
15504,2016/10/8 0:00,48.02,46.04,92.81,41.42857143,0.571428571,0,30.19285714,1022.3,10
15505,2016/10/8 1:00,48.92,46.04,89.73,0,0,0,30.19,1022.3,10
15506,2016/10/8 2:00,46.94,44.06,89.65,0,0,0,30.18428571,1021.8,10
15507,2016/10/8 3:00,46.04,44.06,92.75,0,0,0,30.17,1021.4,10
15508,2016/10/8 4:00,44.78,42.89,93.035,41.42857143,0.428571429,0,30.17142857,1021.6,8.142857143
15509,2016/10/8 5:00,44.06,42.98,95.95,0,0,0,30.16857143,1021.4,7.428571429
15510,2016/10/8 6:00,42.89,40.46,91.075,51.42857143,0.428571429,0,30.16,1021.3,8.678571429
15511,2016/10/8 7:00,45.32,43.88,94.67,4,0.8,0,30.16,1021.4,10
15512,2016/10/8 8:00,48.29,46.85,94.75,20.76923077,2.307692308,0,30.16307692,1021.6,0.788461538
15513,2016/10/8 9:00,50.99,49.1,93.215,0,0,0,30.16142857,1021.3,2.642857143
15514,2016/10/8 10:00,57.11,51.44,81.305,0,0,0,30.14,1020.4,6
15515,2016/10/8 11:00,60.98,52.52,73.68,38,0.6,0,30.124,1019.8,10
15516,2016/10/8 12:00,63.32,53.78,71.05,160,3.428571429,0,30.10142857,1019.4,10
15517,2016/10/8 13:00,66.47,55.94,68.865,201.6666667,4.666666667,0,30.09,1018.5,10
15518,2016/10/8 14:00,66.92,57.02,70.49,180,5.111111111,0,30.06666667,1018.1,10
15519,2016/10/8 15:00,66.56,58.1,74.215,211.6666667,3.166666667,0,30.065,1017.6,10
15520,2016/10/8 16:00,66.56,60.89,81.98,128,3.2,5.00E-05,30.03,1016.5,10
15521,2016/10/8 17:00,66.02,62.06,87.05,105,1.833333333,0.0001,30.01833333,1016.6,10
15522,2016/10/8 18:00,62.96,60.98,93.25,0,0,0,30.02666667,1016.9,10
15523,2016/10/8 19:00,64.04,62.06,93.28,126,4.8,0,30.02,1016.4,10
15524,2016/10/8 20:00,62.96,60.98,93.25,140,2.555555556,0,30.01555556,1016.1,10
15525,2016/10/8 21:00,62.78,60.89,93.54,62,0.8,0,30.02,1016.4,9.8
15526,2016/10/8 22:00,63.5,61.52,93.265,220,3.8,0,30.016,1016.6,9.6
15527,2016/10/8 23:00,63.5,61.58,93.46166667,146.1538462,3.230769231,0,30.01153846,1016,9.615384615
15528,2016/10/9 0:00,63.32,61.34,93.26,47,0.9,0,29.99,1015.3,7.8
15529,2016/10/9 1:00,62.915,61.205,94.1525,194.5454545,3.727272727,0,29.98545455,1015.4,3.636363636
15530,2016/10/9 2:00,60.38,52.34,74.96333333,328.3333333,8.833333333,0,29.99,1015.3,8.25
15531,2016/10/9 3:00,60.08,48.02,64.35,353.3333333,6.333333333,0,29.98666667,1015,10
15532,2016/10/9 4:00,59,50,72.01,347.1428571,4,0,29.99428571,1015.8,10
15533,2016/10/9 5:00,57.92,51.08,77.92,336.6666667,6,0.0001,30,1015.9,10
15534,2016/10/9 6:00,57.92,51.08,77.92,338,6.2,0.0001,30.01,1016.1,10
15535,2016/10/9 7:00,57.92,50,74.86,243.3333333,7,0,30.005,1016.3,10
15536,2016/10/9 8:00,57.02,51.98,83.21,355,5,0.0001,30.035,1017.2,10
15537,2016/10/9 9:00,55.94,53.96,93.05,341.25,5.75,0.015,30.04,1017,5
15538,2016/10/9 10:00,55.04,51.98,89.4,342.8571429,8.428571429,0.00505,30.02714286,1017.1,5
15539,2016/10/9 11:00,53.24,50.72,91.1375,188.3333333,10.66666667,0.038585714,30.04875,1017.4,2.875
15540,2016/10/9 12:00,53.06,50.54,91.135,14,8.6,0.03,30.04666667,1017.4,5.333333333
15541,2016/10/9 13:00,51.89,50.9,96.465,148,8.8,0.058,30.04,1016.9,3.9
15542,2016/10/9 14:00,51.98,48.92,89.26,123.3333333,11.33333333,0.063333333,30.02333333,1016.9,3.166666667
15543,2016/10/9 15:00,53.06,48.92,85.78,272.5,12,0.0034,30.03,1016.9,8.2
15544,2016/10/9 16:00,53.06,48.92,85.78,358,10.4,0,30.03166667,1017,10
15545,2016/10/9 17:00,53.06,48.02,82.94,272.5,10.25,0,30.035,1017.2,10
15546,2016/10/9 18:00,53.06,48.02,82.94,357.1428571,10,0,30.03571429,1016.9,10
15547,2016/10/9 19:00,53.06,44.96,73.89,357.7777778,9.888888889,0,30.03777778,1017.3,10
15548,2016/10/9 20:00,50,39.92,68.15,352.5,12.25,0,30.04666667,1017.4,10
15549,2016/10/9 21:00,50,39.02,65.8,350,11.8,0,30.054,1017.8,10
15550,2016/10/9 22:00,48.92,39.02,68.51,344.2857143,9.571428571,0,30.06,1018,10
15551,2016/10/9 23:00,46.94,37.94,70.74,336.6666667,9.166666667,0,30.065,1018.1,10
15552,2016/10/10 0:00,46.94,37.94,70.74,340,8.4,0,30.058,1017.8,10
15553,2016/10/10 1:00,44.96,37.94,76.25,243.3333333,7,0,30.07,1018.4,10
15554,2016/10/10 2:00,46.94,39.02,73.79,350,6.333333333,0,30.07666667,1018.5,10
15555,2016/10/10 3:00,46.04,37.94,73.18,340,7.285714286,0,30.08428571,1018.9,10
15556,2016/10/10 4:00,44.06,37.94,78.91,272.5,7.75,0,30.09,1019.1,10
15557,2016/10/10 5:00,44.06,33.98,67.45,343.3333333,7,0,30.095,1019.4,10
15558,2016/10/10 6:00,42.08,33.98,72.78,324,6.4,0,30.124,1020.3,10
15559,2016/10/10 7:00,46.04,35.06,65.32,347.5,7,0,30.15,1021.3,10
15560,2016/10/10 8:00,48.02,33.08,56.01,345,12,0,30.175,1022.1,10
15561,2016/10/10 9:00,50,32,49.81,345.7142857,11.85714286,0,30.195,1022.9,10
15562,2016/10/10 10:00,53.06,30.02,41.05,347.5,12.5,0,30.205,1023.1,10
15563,2016/10/10 11:00,55.94,30.02,36.96,336,9.8,0,30.21,1023.2,10
15564,2016/10/10 12:00,57.92,30.02,34.41,326.6666667,11,0,30.20666667,1022.8,10
15565,2016/10/10 13:00,59,30.02,33.1,328,12.8,0,30.204,1022.8,10
15566,2016/10/10 14:00,59,28.04,30.53,340,11,0,30.20666667,1023.2,10
15567,2016/10/10 15:00,59,28.04,30.53,345,10.66666667,0,30.22,1023.5,10
15568,2016/10/10 16:00,57.92,28.04,31.74,344,10.2,0,30.23166667,1023.9,10
15569,2016/10/10 17:00,55.04,28.94,36.54,332.5,7.75,0,30.2525,1024.8,10
15570,2016/10/10 18:00,50,30.92,47.68,327.1428571,6.571428571,0,30.28142857,1025.7,10
15571,2016/10/10 19:00,46.94,32,55.85,322.8571429,5.571428571,0,30.30571429,1026.4,10
15572,2016/10/10 20:00,42.08,35.06,75.98,320,4.75,0,30.33,1027.1,10
15573,2016/10/10 21:00,44.06,33.08,65.07,314.2857143,5.857142857,0,30.34428571,1027.6,10
15574,2016/10/10 22:00,42.08,33.98,72.78,342.5,5.75,0,30.35,1028.1,10
15575,2016/10/10 23:00,42.08,33.08,70.2,210,2.875,0,30.365,1028.7,10
15576,2016/10/11 0:00,39.02,33.08,79.05,150,1.285714286,0,30.39,1029.2,10
15577,2016/10/11 1:00,39.02,33.08,79.05,0,0,0,30.39666667,1029.8,10
15578,2016/10/11 2:00,35.96,32,85.37,286.6666667,3,0,30.41166667,1029.9,10
15579,2016/10/11 3:00,35.06,32,88.47,115.5555556,1.222222222,0,30.42,1030.4,10
15580,2016/10/11 4:00,35.06,32,88.47,0,0,0,30.4325,1030.7,10
15581,2016/10/11 5:00,35.06,32,88.47,173.3333333,1.666666667,0,30.44444444,1031.3,10
15582,2016/10/11 6:00,33.98,30.92,88.42,122.5,1.25,0,30.45625,1031.6,10
15583,2016/10/11 7:00,37.04,32,81.8,22,1.8,0,30.47,1032.1,10
15584,2016/10/11 8:00,42.98,35.06,73.39,25,3.5,0,30.4875,1032.5,10
15585,2016/10/11 9:00,48.02,35.06,60.62,25.71428571,5.142857143,0,30.49714286,1032.9,10
15586,2016/10/11 10:00,53.06,35.06,50.28,43.75,3.625,0,30.4975,1032.7,10
15587,2016/10/11 11:00,55.94,32,40.05,51.25,2.125,0,30.49,1032.4,10
15588,2016/10/11 12:00,57.92,33.98,40.37,86.66666667,1.166666667,0,30.48,1032,10
15589,2016/10/11 13:00,62.06,33.08,33.6,51,1.7,0,30.455,1031.1,10
15590,2016/10/11 14:00,62.06,33.98,34.83,178,2.9,0,30.433,1030.5,10
15591,2016/10/11 15:00,62.96,35.06,35.23,182.5,3.125,0,30.42375,1030.1,10
15592,2016/10/11 16:00,62.96,35.06,35.23,195,4,0,30.415,1029.9,10
15593,2016/10/11 17:00,60.08,39.02,45.6,167.1428571,3.571428571,0,30.41,1029.8,10
15594,2016/10/11 18:00,53.06,42.08,66.17,36.66666667,0.5,0,30.41,1029.9,10
15595,2016/10/11 19:00,48.92,42.08,77.14,62,0.6,0,30.414,1030.1,10
15596,2016/10/11 20:00,50,41,71.07,63.33333333,1,0,30.42,1030.1,10
15597,2016/10/11 21:00,48.02,42.08,79.79,0,0,0,30.41333333,1030.1,10
15598,2016/10/11 22:00,44.96,42.08,89.56,0,0,0,30.415,1029.9,10
15599,2016/10/11 23:00,44.96,41,85.9,0,0,0,30.41833333,1030.1,10
15600,2016/10/12 0:00,42.98,39.92,88.85,76.66666667,0.75,0,30.4125,1029.9,10
15601,2016/10/12 1:00,42.98,41,92.65,0,0,0,30.40875,1029.7,10
